Circuit: * Z:\home\shinu\Desktop\thermal_sampler\sims\Draft1.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189905
Heightened Def Con from 0.00189905 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 +to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189906
Heightened Def Con from 0.00189906 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189907 to 0.00189907
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189908
Heightened Def Con from 0.00189908 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.00189909
Heightened Def Con from 0.00189909 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.0018991
Heightened Def Con from 0.0018991 to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189911
Heightened Def Con from 0.00189911 +to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189911
Heightened Def Con from 0.00189911 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 +to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189912
Heightened Def Con from 0.00189912 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189913
Heightened Def Con from 0.00189913 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189914
Heightened Def Con from 0.00189914 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189915
Heightened Def Con from 0.00189915 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189916
Heightened Def Con from 0.00189916 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189917
Heightened Def Con from 0.00189917 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189918 to 0.00189918
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00189919 to 0.00189919
Heightened Def Con from 0.00201257 to 0.00201257
Heightened Def Con from 0.00201257 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201258
Heightened Def Con from 0.00201258 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.00201259
Heightened Def Con from 0.00201259 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.0020126
Heightened Def Con from 0.0020126 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201261
Heightened Def Con from 0.00201261 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201262
Heightened Def Con from 0.00201262 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201263
Heightened Def Con from 0.00201263 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201264 to 0.00201264
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 to 0.00201265
Heightened Def Con from 0.00201265 +to 0.00201266
Heightened Def Con from 0.00201266 to 0.00201266
Heightened Def Con from 0.00201266 to 0.00201266
Heightened Def Con from 0.00201266 to 0.00201266
Heightened Def Con from 0.00201266 to 0.00201266
Heightened Def Con from 0.00201266 to 0.00201266
Heightened Def Con from 0.00201266 to 0.00201266
Heightened Def Con from 0.00201266 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201267
Heightened Def Con from 0.00201267 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
Heightened Def Con from 0.00201268 to 0.00201268
